Iteracja,Krok_startowy,x0_start,x1_start,HJ_x0_end,HJ_x1_end,HJ_y_end,HJ_f_calls,Rosen_x0_end,Rosen_x1_end,Rosen_y_end,Rosen_f_calls
1,0.5,0.0918265,0.00795948,-8.76797e-07,-5.60796e-06,1.0259e-09,133,-2.45855e-07,-3.94358e-07,6.87672e-12,143
2,0.5,0.396293,-0.667937,0.774711,7.75946e-07,0.619837,144,0.774715,0.774711,1.23967,197
3,0.5,0.113743,-0.985713,4.34048e-06,-0.774714,0.619837,139,-4.50262e-06,-0.77472,0.619837,215
4,0.5,0.167279,-0.953328,-3.56735e-06,-0.774709,0.619837,174,-3.92209e-07,-0.774719,0.619837,225
5,0.5,0.0129533,0.268373,-1.45425e-06,0.774721,0.619837,131,6.73116e-07,0.774714,0.619837,171
6,0.5,0.236922,0.339836,0.774718,0.774711,1.23967,158,0.774715,0.774712,1.23967,223
7,0.5,-0.657542,-0.301167,0.774709,0.774715,1.23967,169,7.27195e-07,-1.02107e-05,3.3367e-09,251
8,0.5,0.0857663,0.813837,-3.32245e-06,0.774714,0.619837,131,-2.23431e-07,0.774716,0.619837,137
9,0.5,-0.908191,0.374362,-3.61721e-06,0.774722,0.619837,145,-0.774715,0.774712,1.23967,185
10,0.5,0.648032,0.211674,6.70908e-06,0.774723,0.619837,160,0.774716,0.774715,1.23967,169
11,0.5,0.753728,-0.935722,0.774708,-0.774711,1.23967,160,0.774713,-0.774715,1.23967,127
12,0.5,-0.942821,0.424642,-0.774715,0.774709,1.23967,168,-0.774714,-0.774717,1.23967,225
13,0.5,-0.542538,-0.941824,3.02887e-06,-0.77471,0.619837,151,-8.77798e-06,-0.774726,0.619837,159
14,0.5,0.223345,-0.669777,0.774721,7.07821e-06,0.619837,172,0.774716,0.774714,1.23967,205
15,0.5,-0.815424,0.044673,-0.774713,-4.72132e-06,0.619837,137,-0.774717,-1.34991e-06,0.619837,161
16,0.5,0.898737,0.276403,-6.05644e-06,0.774709,0.619837,154,0.774727,0.774714,1.23967,155
17,0.5,-0.947368,0.29503,-0.774714,0.77472,1.23967,159,-0.774719,0.774713,1.23967,177
18,0.5,0.608465,0.166376,5.75073e-06,-5.98972e-06,2.19547e-09,169,0.774728,-8.26211e-07,0.619837,145
19,0.5,0.309317,-0.224256,0.77471,-0.774717,1.23967,153,0.774717,1.76028e-06,0.619837,195
20,0.5,0.213047,-0.67773,0.774708,4.66142e-06,0.619837,160,0.774719,0.774715,1.23967,177
21,0.5,-0.955883,-0.550031,-0.774716,2.59115e-06,0.619837,160,-0.774713,6.63923e-07,0.619837,261
22,0.5,0.662106,-0.613425,-3.48517e-06,-6.87298e-06,1.89094e-09,161,0.774706,5.25331e-06,0.619837,165
23,0.5,0.148802,-0.252128,-1.54919e-06,0.774712,0.619837,157,-3.22809e-06,3.83055e-06,7.99046e-10,137
24,0.5,-0.799588,0.240611,-0.774716,0.774714,1.23967,153,-0.774715,0.77472,1.23967,153
25,0.5,-0.877766,0.848444,-0.774723,0.774714,1.23967,146,-0.774712,0.774716,1.23967,205
26,0.5,-0.547715,0.875962,-1.22262e-06,0.77472,0.619837,153,-2.99789e-06,0.77471,0.619837,221
27,0.5,0.912722,-0.490537,2.27146e-06,2.91248e-06,4.34398e-10,167,0.774723,-2.47087e-06,0.619837,93
28,0.5,0.300604,-0.629816,0.774709,5.2994e-06,0.619837,152,0.774714,1.78488e-06,0.619837,189
29,0.5,-0.432361,-0.476052,-3.02095e-06,7.4471e-06,2.05656e-09,152,2.12617e-06,-8.86088e-07,1.68949e-10,165
30,0.5,-0.299594,-0.247785,0.774716,-0.774716,1.23967,156,0.774715,-4.35261e-06,0.619837,197
31,0.5,0.568622,-0.400857,2.72578e-06,6.32023e-06,1.50855e-09,144,0.774718,-4.79755e-06,0.619837,185
32,0.5,-0.971382,0.621254,-0.774711,-7.60443e-06,0.619837,177,-0.774717,0.774723,1.23967,147
33,0.5,0.894172,0.637083,0.774711,-1.70356e-06,0.619837,154,0.77471,0.77472,1.23967,151
34,0.5,-0.21237,0.203489,-0.774718,0.774717,1.23967,138,5.24907e-06,0.774718,0.619837,145
35,0.5,-0.587173,-0.999323,4.77961e-07,5.92228e-06,1.1241e-09,162,5.55519e-07,0.774722,0.619837,195
36,0.5,0.52576,-0.543056,2.74066e-06,4.19955e-06,8.00757e-10,145,0.774715,-2.27528e-06,0.619837,199
37,0.5,-0.549354,0.187865,-6.74536e-06,0.774718,0.619837,159,4.53608e-06,0.774718,0.619837,133
38,0.5,-0.156482,0.599448,-2.6725e-06,6.96424e-06,1.77181e-09,161,-1.70399e-07,0.774715,0.619837,187
39,0.5,0.935738,0.0439304,0.774712,3.9071e-07,0.619837,138,0.774713,3.0494e-06,0.619837,203
40,0.5,-0.159941,-0.942028,1.79691e-06,-0.774716,0.619837,166,4.11599e-06,-0.774713,0.619837,263
41,0.5,-0.107625,0.292344,-5.09578e-06,0.77472,0.619837,137,-1.74156e-06,0.774715,0.619837,165
42,0.5,0.933933,-0.194903,0.774723,-0.774722,1.23967,169,0.774714,3.26201e-06,0.619837,275
43,0.5,0.801807,0.234537,0.774723,0.774713,1.23967,160,0.77472,0.774717,1.23967,219
44,0.5,0.17528,-0.630554,2.47414e-06,4.65833e-07,2.0183e-10,167,-4.01081e-08,-1.41402e-06,6.3719e-11,151
45,0.5,0.758486,0.875686,0.774721,0.774719,1.23967,130,0.774719,0.774718,1.23967,221
46,0.5,0.121662,0.327107,3.29647e-06,0.774708,0.619837,168,4.75482e-06,0.774718,0.619837,143
47,0.5,-0.525171,0.15028,5.91319e-06,-4.15689e-06,1.66363e-09,138,3.22819e-06,1.99891e-07,3.33111e-10,185
48,0.5,-0.051639,-0.630999,-3.24894e-06,-2.12324e-06,4.79669e-10,161,6.21128e-06,-4.72125e-06,1.93826e-09,167
49,0.5,-0.212637,0.735991,-0.77471,0.774718,1.23967,131,1.26054e-05,0.774718,0.619837,175
50,0.5,0.57249,0.20019,-4.044e-06,0.774714,0.619837,160,0.774718,0.774713,1.23967,243
51,0.5,0.736668,0.09825,0.774708,-1.30334e-06,0.619837,153,0.774717,-6.81945e-06,0.619837,173
52,0.5,0.657134,-0.812686,-1.18294e-06,-0.774722,0.619837,139,0.774717,-0.774714,1.23967,277
53,0.5,-0.713884,-0.499348,-0.774721,-3.85637e-06,0.619837,138,-0.774713,9.96654e-07,0.619837,261
54,0.5,0.786763,-0.778147,0.774709,-0.774714,1.23967,124,0.774711,-0.774719,1.23967,219
55,0.5,0.544583,-0.373178,-3.46473e-06,6.35098e-06,1.66662e-09,161,0.774717,-6.0626e-06,0.619837,259
56,0.5,-0.720175,-0.563043,-0.77471,6.69734e-06,0.619837,146,-0.774719,-3.41536e-06,0.619837,279
57,0.5,0.919166,-0.786242,6.92528e-06,-0.774721,0.619837,168,-0.774715,-0.774717,1.23967,223
58,0.5,0.242054,0.720973,0.774723,0.774714,1.23967,145,0.774712,0.774721,1.23967,197
59,0.5,0.448295,-0.582666,0.774712,6.3453e-06,0.619837,166,0.774717,3.91752e-06,0.619837,219
60,0.5,-0.909581,0.206781,-4.38183e-06,0.774713,0.619837,166,-0.774713,0.774717,1.23967,123
61,0.5,-0.70698,0.212081,-0.774713,0.774718,1.23967,144,-0.774716,0.774715,1.23967,215
62,0.5,-0.466112,-0.232151,-1.74412e-06,-0.774723,0.619837,168,2.73778e-06,-1.13035e-06,2.79358e-10,205
63,0.5,-0.63764,0.482249,-5.24318e-06,0.774714,0.619837,152,6.44288e-07,0.774718,0.619837,197
64,0.5,0.136851,0.149723,-5.53153e-06,4.15517e-06,1.52408e-09,161,-3.62248e-06,-3.31092e-06,7.66915e-10,131
65,0.5,0.21824,-0.290659,0.774713,0.77471,1.23967,156,0.774721,-7.71006e-06,0.619837,273
66,0.5,-0.650087,-0.045092,-1.22825e-06,-2.24311e-06,2.08255e-10,160,-2.43645e-07,3.75784e-06,4.5155e-10,195
67,0.5,0.807591,-0.992953,0.774708,-0.774722,1.23967,146,0.77472,-0.774709,1.23967,187
68,0.5,0.142223,-0.906293,-4.65236e-06,-0.774717,0.619837,145,-2.55386e-06,-0.774716,0.619837,197
69,0.5,-0.492301,-0.0710145,-6.26756e-06,-9.82876e-08,1.25116e-09,147,9.70367e-07,-1.15951e-06,7.27947e-11,281
70,0.5,-0.68444,-0.947718,-0.774711,-0.774714,1.23967,161,-0.774713,-0.774719,1.23967,169
71,0.5,0.555808,-0.404615,6.25269e-06,2.05012e-06,1.37875e-09,160,0.774716,4.08656e-07,0.619837,189
72,0.5,-0.51076,0.474974,-3.03588e-06,0.774717,0.619837,152,-7.4442e-07,1.81568e-06,1.22621e-10,195
73,0.5,-0.190857,0.731294,-0.774719,0.77472,1.23967,164,1.74988e-06,0.774716,0.619837,283
74,0.5,0.195946,-0.742561,0.774712,-0.774712,1.23967,152,0.774712,-0.774714,1.23967,183
75,0.5,-0.851372,0.286366,-0.774712,0.774723,1.23967,146,-0.774716,0.774717,1.23967,157
76,0.5,0.46422,-0.558352,0.774721,-2.1409e-06,0.619837,130,0.774713,-7.81869e-07,0.619837,189
77,0.5,-0.501554,0.998108,2.86219e-06,-1.78815e-07,2.61876e-10,112,3.53836e-06,0.774717,0.619837,155
78,0.5,0.209498,-0.139193,0.774714,-2.38006e-06,0.619837,152,0.774713,-4.48141e-07,0.619837,223
79,0.5,0.480357,-0.653652,0.774714,4.17807e-06,0.619837,172,-3.42644e-06,-3.90378e-06,8.59112e-10,247
80,0.5,-0.98947,-0.301403,1.77417e-06,0.774723,0.619837,167,-0.774715,0.774719,1.23967,167
81,0.5,0.0556892,-0.639556,-5.39745e-06,5.45923e-07,9.37142e-10,138,5.34925e-07,-5.7707e-06,1.0695e-09,143
82,0.5,0.653505,-0.13672,1.26364e-06,-1.01846e-06,8.38754e-11,139,0.774712,1.8541e-06,0.619837,157
83,0.5,-0.632509,-0.204273,-1.8662e-06,-0.774723,0.619837,146,1.84107e-06,-9.17753e-07,1.34751e-10,191
84,0.5,-0.0430132,-0.12481,1.31175e-06,7.12503e-06,1.67131e-09,131,8.00241e-07,-7.13793e-06,1.64277e-09,145
85,0.5,0.724713,0.272547,0.774716,0.774713,1.23967,138,0.77471,0.774715,1.23967,205
86,0.5,-0.0725276,0.28052,-2.6082e-06,0.774722,0.619837,153,6.62062e-06,0.774724,0.619837,197
87,0.5,0.867931,0.416712,0.774715,-5.64409e-06,0.619837,182,0.774713,1.7816e-06,0.619837,257
88,0.5,-0.244506,-0.322926,-0.774719,-3.77434e-06,0.619837,176,-3.24024e-06,0.774717,0.619837,225
89,0.5,0.148005,0.95144,-4.80882e-06,0.774713,0.619837,146,1.25305e-06,0.77471,0.619837,165
90,0.5,-0.0654868,0.296633,3.88964e-06,0.774722,0.619837,146,4.99598e-06,0.774715,0.619837,129
91,0.5,0.237806,-0.601267,0.774717,5.45308e-06,0.619837,150,0.774716,3.15049e-06,0.619837,193
92,0.5,0.738281,0.736252,0.774719,0.77472,1.23967,144,0.774717,0.774712,1.23967,209
93,0.5,-0.603159,-0.0522209,5.27333e-06,-5.31741e-06,1.78582e-09,167,-2.37662e-06,1.97343e-06,3.03865e-10,185
94,0.5,-0.402941,0.877197,-1.8158e-06,0.774719,0.619837,146,-4.85647e-06,0.774719,0.619837,205
95,0.5,0.294127,-0.39241,0.774718,-4.16266e-08,0.619837,145,0.774717,-2.00259e-06,0.619837,231
96,0.5,-0.424206,-0.650184,3.60728e-06,-6.53679e-06,1.77497e-09,175,8.4389e-06,4.13911e-06,2.8132e-09,239
97,0.5,-0.0319667,-0.770701,5.04296e-07,-0.774714,0.619837,139,-6.20574e-06,-0.774711,0.619837,113
98,0.5,0.213097,0.335524,0.774712,0.774718,1.23967,130,0.774719,0.774715,1.23967,151
99,0.5,0.0250259,-0.829917,1.48128e-06,-0.77471,0.619837,131,-1.16127e-06,-0.774718,0.619837,227
100,0.5,-0.789286,-0.250261,-0.774713,0.774717,1.23967,151,-0.774712,-1.52896e-06,0.619837,243
101,0.25,0.44263,0.138187,0.774722,3.15585e-06,0.619837,133,0.774716,-3.01456e-06,0.619837,189
102,0.25,-0.969741,0.310561,7.59042e-07,0.774718,0.619837,158,-0.774716,0.774718,1.23967,165
103,0.25,-0.445101,-0.214247,-2.48917e-06,1.44298e-06,2.63597e-10,153,3.0122e-06,-3.1431e-06,6.03492e-10,183
104,0.25,0.987636,0.702904,0.774715,0.774712,1.23967,142,0.77472,0.774714,1.23967,225
105,0.25,-0.262807,-0.0778511,-4.80249e-06,-7.39972e-07,7.51848e-10,150,1.61518e-06,3.34574e-06,4.39515e-10,253
106,0.25,-0.00046269,0.974999,-4.92623e-06,0.774712,0.619837,136,-2.90265e-06,0.774709,0.619837,151
107,0.25,0.320882,-0.262181,0.774709,-4.69538e-06,0.619837,130,0.774714,9.92746e-07,0.619837,289
108,0.25,0.711251,0.717722,0.774713,0.774714,1.23967,127,0.774717,0.774714,1.23967,247
109,0.25,0.685598,-0.691689,0.774709,-0.774712,1.23967,148,0.774718,-0.774723,1.23967,155
110,0.25,0.59492,-0.0202748,0.774714,4.10666e-06,0.619837,142,0.77471,1.77008e-06,0.619837,167
111,0.25,-0.0840996,-0.829286,6.86614e-06,-0.774721,0.619837,111,4.98695e-06,-0.774714,0.619837,207
112,0.25,0.329542,0.883934,0.774717,0.774711,1.23967,153,0.774717,0.774714,1.23967,187
113,0.25,-0.599988,-0.457362,-0.774716,5.27247e-06,0.619837,173,1.2582e-05,-2.69186e-06,5.27161e-09,145
114,0.25,0.219458,0.425038,6.00946e-06,0.774709,0.619837,142,0.774715,0.774713,1.23967,191
115,0.25,-0.287278,0.430172,-9.71038e-07,0.774716,0.619837,140,5.81008e-06,0.774713,0.619837,165
116,0.25,-0.825223,-0.844648,-0.774716,-0.774717,1.23967,135,-0.774719,-0.774717,1.23967,169
117,0.25,-0.431641,-0.794964,-3.31286e-07,-0.774716,0.619837,164,-9.06768e-06,-0.774715,0.619837,165
118,0.25,0.465913,0.123258,0.77472,-2.81952e-06,0.619837,119,0.774722,-2.76992e-06,0.619837,157
119,0.25,-0.00921133,0.453549,4.98304e-06,0.774716,0.619837,140,-2.21092e-06,0.774703,0.619837,189
120,0.25,-0.173838,0.727982,5.14129e-06,0.774719,0.619837,141,4.32753e-06,0.774716,0.619837,209
121,0.25,-0.624302,0.825699,-0.774708,0.774719,1.23967,149,5.18273e-06,0.774718,0.619837,165
122,0.25,0.702981,0.69658,0.774712,0.77472,1.23967,133,0.774723,0.774714,1.23967,247
123,0.25,-0.436482,0.414232,-4.48033e-06,0.774721,0.619837,144,-1.15896e-06,0.774714,0.619837,217
124,0.25,0.414302,-0.750884,0.774715,-0.774718,1.23967,143,0.774716,-0.774713,1.23967,237
125,0.25,0.722543,0.0092217,0.774713,5.38724e-06,0.619837,133,0.774718,-2.02412e-06,0.619837,197
126,0.25,0.228841,-0.361557,4.87139e-06,3.17878e-07,7.58854e-10,154,0.774715,-4.44587e-06,0.619837,273
127,0.25,0.179935,-0.441617,3.8227e-06,2.44033e-06,6.54943e-10,129,0.774712,6.36292e-06,0.619837,233
128,0.25,-0.477623,0.579948,-7.57048e-06,0.774711,0.619837,153,6.62161e-06,0.774716,0.619837,223
129,0.25,0.101021,0.741835,-7.54506e-06,0.774718,0.619837,149,-1.53475e-06,0.774716,0.619837,197
130,0.25,0.00498628,0.813743,-3.34298e-06,0.774711,0.619837,136,3.26612e-06,0.774716,0.619837,205
131,0.25,0.172007,0.179763,-5.04815e-06,-5.61969e-07,8.21526e-10,127,2.45632e-06,-2.01491e-06,3.21398e-10,237
132,0.25,0.969095,0.740366,0.774713,0.774714,1.23967,142,0.774717,0.774723,1.23967,257
133,0.25,0.384799,0.435008,0.774722,0.774714,1.23967,160,0.774718,0.774714,1.23967,147
134,0.25,-0.136376,-0.624412,7.05983e-06,-0.774711,0.619837,148,-5.11338e-06,-4.50835e-06,1.47978e-09,203
135,0.25,-0.111444,0.689786,6.65564e-06,0.774716,0.619837,141,-3.3997e-06,0.774717,0.619837,233
136,0.25,-0.89643,0.264254,-0.774711,2.51516e-06,0.619837,142,-0.774713,0.774712,1.23967,269
137,0.25,0.515485,0.80655,0.774716,0.77472,1.23967,149,-0.774718,0.774718,1.23967,277
138,0.25,-0.0391662,-0.920997,3.08778e-06,-7.32482e-06,2.01204e-09,140,-4.06248e-06,-0.774712,0.619837,111
139,0.25,0.220782,-0.624864,3.02178e-06,-0.774721,0.619837,149,0.774718,7.23743e-06,0.619837,165
140,0.25,-0.671882,-0.0566747,-0.774711,-3.52648e-06,0.619837,157,0.774716,1.32622e-06,0.619837,199
141,0.25,0.384357,0.556959,0.774723,0.774718,1.23967,145,0.774712,0.774713,1.23967,191
142,0.25,0.581769,-0.435707,0.774716,7.59706e-06,0.619837,151,0.774721,-1.83353e-06,0.619837,155
143,0.25,-0.884658,-0.895854,-0.774718,4.47878e-06,0.619837,169,-0.774718,-0.774715,1.23967,197
144,0.25,-0.855759,0.216363,-0.77472,-6.7925e-06,0.619837,142,-0.774716,0.774722,1.23967,209
145,0.25,0.845981,0.149227,0.774722,-3.87656e-06,0.619837,135,0.774715,-1.58801e-06,0.619837,151
146,0.25,0.0301055,0.017988,-5.07431e-08,-2.13132e-06,1.44728e-10,142,-3.29538e-06,-7.62471e-06,2.197e-09,249
147,0.25,-0.67101,-0.00079994,-0.774708,-6.48247e-06,0.619837,135,0.774718,-5.05686e-06,0.619837,137
148,0.25,-0.241646,0.713789,-7.51076e-06,0.774718,0.619837,135,3.27927e-07,0.774718,0.619837,139
149,0.25,-0.565792,0.621978,-0.774716,0.774719,1.23967,149,3.45958e-06,0.774715,0.619837,229
